"BeneficialUse","R3172ParameterName","CriterionLabel","IR_MLID","R317Descrp","IR_Lat","IR_Long","ASSESS_ID","AU_NAME","BEN_CLASS","AsmntAggFun","SSC_StartMon","SSC_EndMon","SSC_MLID","SampleCount","ExcCount","IR_Cat"
"3A","pH","NA","UTAHDWQ_WQX-4936710","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.281064931","-111.226306164","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",11,1,"FS"
"4","pH","NA","UTAHDWQ_WQX-4936710","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.281064931","-111.226306164","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",11,1,"FS"
"1C","pH","NA","UTAHDWQ_WQX-4936770","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.465782049","-110.832666707","UT14060003-019_00","North Fork Duchesne","1C,2B,3A,4","NA","NA","NA","NA",10,1,"FS"
"2B","pH","NA","UTAHDWQ_WQX-4936770","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.465782049","-110.832666707","UT14060003-019_00","North Fork Duchesne","1C,2B,3A,4","NA","NA","NA","NA",10,1,"FS"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4936770","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.465782049","-110.832666707","UT14060003-019_00","North Fork Duchesne","1C,2B,3A,4","NA","NA","NA","NA",10,0,"FS"
"3A","pH","NA","UTAHDWQ_WQX-4936770","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.465782049","-110.832666707","UT14060003-019_00","North Fork Duchesne","1C,2B,3A,4","NA","NA","NA","NA",10,1,"FS"
"4","pH","NA","UTAHDWQ_WQX-4936770","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.465782049","-110.832666707","UT14060003-019_00","North Fork Duchesne","1C,2B,3A,4","NA","NA","NA","NA",10,1,"FS"
"1C","pH","NA","UTAHDWQ_WQX-4936790","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.462171006","-110.833772605","UT14060003-018_00","West Fork Duchesne","1C,2B,3A,4","NA","NA","NA","NA",11,0,"FS"
"2B","pH","NA","UTAHDWQ_WQX-4936790","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.462171006","-110.833772605","UT14060003-018_00","West Fork Duchesne","1C,2B,3A,4","NA","NA","NA","NA",11,0,"FS"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4936790","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.462171006","-110.833772605","UT14060003-018_00","West Fork Duchesne","1C,2B,3A,4","NA","NA","NA","NA",11,0,"FS"
"3A","pH","NA","UTAHDWQ_WQX-4936790","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.462171006","-110.833772605","UT14060003-018_00","West Fork Duchesne","1C,2B,3A,4","NA","NA","NA","NA",11,0,"FS"
"4","pH","NA","UTAHDWQ_WQX-4936790","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.462171006","-110.833772605","UT14060003-018_00","West Fork Duchesne","1C,2B,3A,4","NA","NA","NA","NA",11,0,"FS"
"1C","pH","NA","UTAHDWQ_WQX-4936800","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.450226692","-111.012382594","UT14060003-018_00","West Fork Duchesne","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"2B","pH","NA","UTAHDWQ_WQX-4936800","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.450226692","-111.012382594","UT14060003-018_00","West Fork Duchesne","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4936800","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.450226692","-111.012382594","UT14060003-018_00","West Fork Duchesne","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","pH","NA","UTAHDWQ_WQX-4936800","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.450226692","-111.012382594","UT14060003-018_00","West Fork Duchesne","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4936800","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.450226692","-111.012382594","UT14060003-018_00","West Fork Duchesne","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4937120","Green River and tributaries, from confluence with Colorado River to state line except as listed below:","40.203294786","-109.702918977","UT14060001-001_00","Green River-2 Tributaries","1C,2B,3B,4","NA","NA","NA","NA",14,1,"FS"
"2B","pH","NA","UTAHDWQ_WQX-4937120","Green River and tributaries, from confluence with Colorado River to state line except as listed below:","40.203294786","-109.702918977","UT14060001-001_00","Green River-2 Tributaries","1C,2B,3B,4","NA","NA","NA","NA",14,1,"FS"
"3B","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4937120","Green River and tributaries, from confluence with Colorado River to state line except as listed below:","40.203294786","-109.702918977","UT14060001-001_00","Green River-2 Tributaries","1C,2B,3B,4","NA","NA","NA","NA",14,0,"FS"
"3B","pH","NA","UTAHDWQ_WQX-4937120","Green River and tributaries, from confluence with Colorado River to state line except as listed below:","40.203294786","-109.702918977","UT14060001-001_00","Green River-2 Tributaries","1C,2B,3B,4","NA","NA","NA","NA",14,1,"FS"
"4","pH","NA","UTAHDWQ_WQX-4937120","Green River and tributaries, from confluence with Colorado River to state line except as listed below:","40.203294786","-109.702918977","UT14060001-001_00","Green River-2 Tributaries","1C,2B,3B,4","NA","NA","NA","NA",14,1,"FS"
"2B","pH","NA","UTAHDWQ_WQX-4937130","Pelican Lake","40.190795784","-109.689025056","UT-L-14060010-001_00","Pelican Lake","2B,3B,4","NA","NA","NA","NA",8,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4937130","Pelican Lake","40.190795784","-109.689025056","UT-L-14060010-001_00","Pelican Lake","2B,3B,4","NA","NA","NA","NA",8,0,"idNE"
"2B","pH","NA","UTAHDWQ_WQX-4937140","Pelican Lake","40.19246113","-109.671524226","UT-L-14060010-001_00","Pelican Lake","2B,3B,4","NA","NA","NA","NA",7,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4937140","Pelican Lake","40.19246113","-109.671524226","UT-L-14060010-001_00","Pelican Lake","2B,3B,4","NA","NA","NA","NA",7,0,"idNE"
"2B","pH","NA","UTAHDWQ_WQX-4937200","Stewart Lake Waterfowl Management Area, Uintah County","40.352738009","-109.360412593","UT-L-14060010-009_00","Stewart Lake","2B,3B,3D","NA","NA","NA","NA",1,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4937550","Steinaker Reservoir","40.507458625","-109.53180737","UT-L-14060010-006_00","Steinaker Reservoir","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"2A","pH","NA","UTAHDWQ_WQX-4937550","Steinaker Reservoir","40.507458625","-109.53180737","UT-L-14060010-006_00","Steinaker Reservoir","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4937550","Steinaker Reservoir","40.507458625","-109.53180737","UT-L-14060010-006_00","Steinaker Reservoir","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4937560","Steinaker Reservoir","40.506069672","-109.547357445","UT-L-14060010-006_00","Steinaker Reservoir","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"2A","pH","NA","UTAHDWQ_WQX-4937560","Steinaker Reservoir","40.506069672","-109.547357445","UT-L-14060010-006_00","Steinaker Reservoir","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4937560","Steinaker Reservoir","40.506069672","-109.547357445","UT-L-14060010-006_00","Steinaker Reservoir","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4937570","Steinaker Reservoir","40.527183105","-109.526524752","UT-L-14060010-006_00","Steinaker Reservoir","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"2A","pH","NA","UTAHDWQ_WQX-4937570","Steinaker Reservoir","40.527183105","-109.526524752","UT-L-14060010-006_00","Steinaker Reservoir","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4937570","Steinaker Reservoir","40.527183105","-109.526524752","UT-L-14060010-006_00","Steinaker Reservoir","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4937860","Big Brush Creek and tributaries, from Tyzack (Red Fleet) Dam to headwaters","40.589402282","-109.468191255","UT14060002-006_00","Big Brush Creek","1C,2B,3A,4","NA","NA","NA","NA",12,1,"FS"
"2B","pH","NA","UTAHDWQ_WQX-4937860","Big Brush Creek and tributaries, from Tyzack (Red Fleet) Dam to headwaters","40.589402282","-109.468191255","UT14060002-006_00","Big Brush Creek","1C,2B,3A,4","NA","NA","NA","NA",12,1,"FS"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4937860","Big Brush Creek and tributaries, from Tyzack (Red Fleet) Dam to headwaters","40.589402282","-109.468191255","UT14060002-006_00","Big Brush Creek","1C,2B,3A,4","NA","NA","NA","NA",12,0,"FS"
"3A","pH","NA","UTAHDWQ_WQX-4937860","Big Brush Creek and tributaries, from Tyzack (Red Fleet) Dam to headwaters","40.589402282","-109.468191255","UT14060002-006_00","Big Brush Creek","1C,2B,3A,4","NA","NA","NA","NA",12,1,"FS"
"4","pH","NA","UTAHDWQ_WQX-4937860","Big Brush Creek and tributaries, from Tyzack (Red Fleet) Dam to headwaters","40.589402282","-109.468191255","UT14060002-006_00","Big Brush Creek","1C,2B,3A,4","NA","NA","NA","NA",12,1,"FS"
"1C","pH","NA","UTAHDWQ_WQX-4938550","Flaming Gorge Reservoir (Utah portion)","40.917178522","-109.447087161","UT-L-14040106-021_00","Flaming Gorge Reservoir","1C,2A,3A,4","NA","NA","NA","NA",2,0,"idNE"
"2A","pH","NA","UTAHDWQ_WQX-4938550","Flaming Gorge Reservoir (Utah portion)","40.917178522","-109.447087161","UT-L-14040106-021_00","Flaming Gorge Reservoir","1C,2A,3A,4","NA","NA","NA","NA",2,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4938550","Flaming Gorge Reservoir (Utah portion)","40.917178522","-109.447087161","UT-L-14040106-021_00","Flaming Gorge Reservoir","1C,2A,3A,4","NA","NA","NA","NA",2,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4938570","Flaming Gorge Reservoir (Utah portion)","40.948848837","-109.640974209","UT-L-14040106-021_00","Flaming Gorge Reservoir","1C,2A,3A,4","NA","NA","NA","NA",2,0,"idNE"
"2A","pH","NA","UTAHDWQ_WQX-4938570","Flaming Gorge Reservoir (Utah portion)","40.948848837","-109.640974209","UT-L-14040106-021_00","Flaming Gorge Reservoir","1C,2A,3A,4","NA","NA","NA","NA",2,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4938570","Flaming Gorge Reservoir (Utah portion)","40.948848837","-109.640974209","UT-L-14040106-021_00","Flaming Gorge Reservoir","1C,2A,3A,4","NA","NA","NA","NA",2,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4938600","Flaming Gorge Reservoir (Utah portion)","40.989402379","-109.57459136","UT-L-14040106-021_00","Flaming Gorge Reservoir","1C,2A,3A,4","NA","NA","NA","NA",2,0,"idNE"
"2A","pH","NA","UTAHDWQ_WQX-4938600","Flaming Gorge Reservoir (Utah portion)","40.989402379","-109.57459136","UT-L-14040106-021_00","Flaming Gorge Reservoir","1C,2A,3A,4","NA","NA","NA","NA",2,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4938600","Flaming Gorge Reservoir (Utah portion)","40.989402379","-109.57459136","UT-L-14040106-021_00","Flaming Gorge Reservoir","1C,2A,3A,4","NA","NA","NA","NA",2,0,"idNE"
"2B","pH","NA","UTAHDWQ_WQX-4938710","Tributaries to Flaming Gorge Reservoir, except as listed below","40.788156966","-109.469996766","UT14040106-014_00","Cart Creek","2B,3A,4","NA","NA","NA","NA",7,1,"idNE"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4938710","Tributaries to Flaming Gorge Reservoir, except as listed below","40.788156966","-109.469996766","UT14040106-014_00","Cart Creek","2B,3A,4","NA","NA","NA","NA",7,0,"idNE"
"3A","pH","NA","UTAHDWQ_WQX-4938710","Tributaries to Flaming Gorge Reservoir, except as listed below","40.788156966","-109.469996766","UT14040106-014_00","Cart Creek","2B,3A,4","NA","NA","NA","NA",7,1,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4938710","Tributaries to Flaming Gorge Reservoir, except as listed below","40.788156966","-109.469996766","UT14040106-014_00","Cart Creek","2B,3A,4","NA","NA","NA","NA",7,1,"idNE"
"2B","pH","NA","UTAHDWQ_WQX-4938780","Tributaries to Flaming Gorge Reservoir, except as listed below","40.804124138","-109.453472061","UT14040106-014_00","Cart Creek","2B,3A,4","NA","NA","NA","NA",14,0,"FS"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4938780","Tributaries to Flaming Gorge Reservoir, except as listed below","40.804124138","-109.453472061","UT14040106-014_00","Cart Creek","2B,3A,4","NA","NA","NA","NA",14,0,"FS"
"3A","pH","NA","UTAHDWQ_WQX-4938780","Tributaries to Flaming Gorge Reservoir, except as listed below","40.804124138","-109.453472061","UT14040106-014_00","Cart Creek","2B,3A,4","NA","NA","NA","NA",14,0,"FS"
"4","pH","NA","UTAHDWQ_WQX-4938780","Tributaries to Flaming Gorge Reservoir, except as listed below","40.804124138","-109.453472061","UT14040106-014_00","Cart Creek","2B,3A,4","NA","NA","NA","NA",14,0,"FS"
"2B","pH","NA","UTAHDWQ_WQX-4938850","Tributaries to Flaming Gorge Reservoir, except as listed below","40.927457098","-109.719871613","UT14040106-007_00","Sheep Creek","2B,3A,4","NA","NA","NA","NA",11,0,"FS"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4938850","Tributaries to Flaming Gorge Reservoir, except as listed below","40.927457098","-109.719871613","UT14040106-007_00","Sheep Creek","2B,3A,4","NA","NA","NA","NA",11,0,"FS"
"3A","pH","NA","UTAHDWQ_WQX-4938850","Tributaries to Flaming Gorge Reservoir, except as listed below","40.927457098","-109.719871613","UT14040106-007_00","Sheep Creek","2B,3A,4","NA","NA","NA","NA",11,0,"FS"
"4","pH","NA","UTAHDWQ_WQX-4938850","Tributaries to Flaming Gorge Reservoir, except as listed below","40.927457098","-109.719871613","UT14040106-007_00","Sheep Creek","2B,3A,4","NA","NA","NA","NA",11,0,"FS"
"2B","pH","NA","UTAHDWQ_WQX-4939250","All Tributaries of Flaming Gorge Reservoir from Utah-Wyoming state line to headwaters","40.903835127","-110.084870718","UT14040106-005_00","Burnt Fork Creek","2B,3A,4","NA","NA","NA","NA",12,1,"FS"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4939250","All Tributaries of Flaming Gorge Reservoir from Utah-Wyoming state line to headwaters","40.903835127","-110.084870718","UT14040106-005_00","Burnt Fork Creek","2B,3A,4","NA","NA","NA","NA",12,0,"FS"
"3A","pH","NA","UTAHDWQ_WQX-4939250","All Tributaries of Flaming Gorge Reservoir from Utah-Wyoming state line to headwaters","40.903835127","-110.084870718","UT14040106-005_00","Burnt Fork Creek","2B,3A,4","NA","NA","NA","NA",12,1,"FS"
"4","pH","NA","UTAHDWQ_WQX-4939250","All Tributaries of Flaming Gorge Reservoir from Utah-Wyoming state line to headwaters","40.903835127","-110.084870718","UT14040106-005_00","Burnt Fork Creek","2B,3A,4","NA","NA","NA","NA",12,1,"FS"
"2B","pH","NA","UTAHDWQ_WQX-4940190","Meadow Creek and tributaries, Millard County","38.85952","-112.28672","UT16030005-023_00","Meadow Creek","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4940190","Meadow Creek and tributaries, Millard County","38.85952","-112.28672","UT16030005-023_00","Meadow Creek","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","pH","NA","UTAHDWQ_WQX-4940190","Meadow Creek and tributaries, Millard County","38.85952","-112.28672","UT16030005-023_00","Meadow Creek","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4940190","Meadow Creek and tributaries, Millard County","38.85952","-112.28672","UT16030005-023_00","Meadow Creek","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"2B","pH","NA","UTAHDWQ_WQX-4940205","Chalk Creek and tributaries, Millard County","38.9516","-112.26319","UT16030005-019_00","Chalk Creek2-Fillmore","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4940205","Chalk Creek and tributaries, Millard County","38.9516","-112.26319","UT16030005-019_00","Chalk Creek2-Fillmore","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","pH","NA","UTAHDWQ_WQX-4940205","Chalk Creek and tributaries, Millard County","38.9516","-112.26319","UT16030005-019_00","Chalk Creek2-Fillmore","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4940205","Chalk Creek and tributaries, Millard County","38.9516","-112.26319","UT16030005-019_00","Chalk Creek2-Fillmore","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"2B","pH","NA","UTAHDWQ_WQX-4940660","Pinto Creek and tributaries, from Newcastle Reservoir to headwaters","37.505977649","-113.500091924","UT16030006-002_00","Pinto Creek","2B,3A,4","NA","NA","NA","NA",24,0,"FS"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4940660","Pinto Creek and tributaries, from Newcastle Reservoir to headwaters","37.505977649","-113.500091924","UT16030006-002_00","Pinto Creek","2B,3A,4","NA","NA","NA","NA",24,0,"FS"
"3A","pH","NA","UTAHDWQ_WQX-4940660","Pinto Creek and tributaries, from Newcastle Reservoir to headwaters","37.505977649","-113.500091924","UT16030006-002_00","Pinto Creek","2B,3A,4","NA","NA","NA","NA",24,0,"FS"
"4","pH","NA","UTAHDWQ_WQX-4940660","Pinto Creek and tributaries, from Newcastle Reservoir to headwaters","37.505977649","-113.500091924","UT16030006-002_00","Pinto Creek","2B,3A,4","NA","NA","NA","NA",24,0,"FS"
"2B","pH","NA","UTAHDWQ_WQX-4948720","Sevier River and tributaries, from Annabella diversion to headwaters","38.50072","-112.45294","UT16030003-018_00","Clear Creek-I70","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4948720","Sevier River and tributaries, from Annabella diversion to headwaters","38.50072","-112.45294","UT16030003-018_00","Clear Creek-I70","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","pH","NA","UTAHDWQ_WQX-4948720","Sevier River and tributaries, from Annabella diversion to headwaters","38.50072","-112.45294","UT16030003-018_00","Clear Creek-I70","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4948720","Sevier River and tributaries, from Annabella diversion to headwaters","38.50072","-112.45294","UT16030003-018_00","Clear Creek-I70","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"2B","pH","NA","UTAHDWQ_WQX-4949598","Sevier River and tributaries, from Annabella diversion to headwaters","38.068763454","-111.856775679","UT16030002-008_00","Antimony Creek","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4949598","Sevier River and tributaries, from Annabella diversion to headwaters","38.068763454","-111.856775679","UT16030002-008_00","Antimony Creek","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","pH","NA","UTAHDWQ_WQX-4949598","Sevier River and tributaries, from Annabella diversion to headwaters","38.068763454","-111.856775679","UT16030002-008_00","Antimony Creek","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4949598","Sevier River and tributaries, from Annabella diversion to headwaters","38.068763454","-111.856775679","UT16030002-008_00","Antimony Creek","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"2B","pH","NA","UTAHDWQ_WQX-4949732","Sevier River and tributaries, from Annabella diversion to headwaters","37.867749192","-112.570519737","UT16030001-014_00","Threemile Creek","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4949732","Sevier River and tributaries, from Annabella diversion to headwaters","37.867749192","-112.570519737","UT16030001-014_00","Threemile Creek","2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
